KIDS_TILE,KIDS_ID,prob,LABEL_TE,model,FOLDER,RAJ2000,DECJ2000
KIDS_40.6_-28.2,KiDSDR4 J024433.559-282921.90,0.9292970895767212,0.0,lens_15_KIDS_40.6_-28.2,,,
KIDS_179.0_-0.5,KiDSDR4 J115523.183-002646.05,0.9940098524093628,0.0,lens_15_KIDS_179.0_-0.5,,,
KIDS_40.6_-28.2,KiDSDR4 J024229.018-282013.20,0.9999839067459106,0.0,lens_15_KIDS_40.6_-28.2,,,
KIDS_40.6_-28.2,KiDSDR4 J024308.143-281749.01,0.9889243841171264,0.0,lens_15_KIDS_40.6_-28.2,,,
KIDS_199.6_2.5,KiDSDR4 J131700.018+021513.10,0.9998346567153932,0.0,lens_15_KIDS_199.6_2.5,,,
KIDS_131.0_1.5,KiDSDR4 J084415.135+015038.87,0.992759644985199,0.0,lens_15_KIDS_131.0_1.5,,,
KIDS_40.6_-28.2,KiDSDR4 J024149.005-274316.59,0.8396996259689331,0.0,lens_15_KIDS_40.6_-28.2,,,
KIDS_52.4_-29.2,KiDSDR4 J033032.470-290535.66,0.9999879598617554,0.0,lens_15_KIDS_52.4_-29.2,,,
KIDS_131.0_1.5,KiDSDR4 J084312.294+010718.56,0.8140859603881836,0.0,lens_15_KIDS_131.0_1.5,,,
KIDS_331.5_-29.2,KiDSDR4 J220637.058-290758.01,0.994086503982544,0.0,lens_15_KIDS_331.5_-29.2,,,
KIDS_131.0_1.5,KiDSDR4 J084408.526+012800.67,0.981794774532318,0.0,lens_15_KIDS_131.0_1.5,,,
KIDS_179.0_-0.5,KiDSDR4 J115529.788-004458.59,0.9101436138153076,0.0,lens_15_KIDS_179.0_-0.5,,,
KIDS_32.7_-28.2,KiDSDR4 J021158.766-280347.25,0.999858260154724,0.0,lens_15_KIDS_32.7_-28.2,,,
KIDS_167.0_-0.5,KiDSDR4 J110810.645-000511.78,0.9951326847076416,0.0,lens_15_KIDS_167.0_-0.5,,,
KIDS_32.7_-28.2,KiDSDR4 J021058.951-275313.45,0.9998894333839417,0.0,lens_15_KIDS_32.7_-28.2,,,
KIDS_331.5_-29.2,KiDSDR4 J220810.848-291407.09,0.9979026317596436,0.0,lens_15_KIDS_331.5_-29.2,,,
KIDS_40.6_-28.2,KiDSDR4 J024318.523-274544.57,0.86006098985672,0.0,lens_15_KIDS_40.6_-28.2,,,
KIDS_199.6_2.5,KiDSDR4 J131617.958+021248.81,0.8034787178039551,0.0,lens_15_KIDS_199.6_2.5,,,
KIDS_40.6_-28.2,KiDSDR4 J024022.622-282628.03,0.9742465019226074,0.0,lens_15_KIDS_40.6_-28.2,,,
KIDS_167.0_-0.5,KiDSDR4 J110657.087-003032.58,0.9965900182724,0.0,lens_15_KIDS_167.0_-0.5,,,
KIDS_340.8_-28.2,KiDSDR4 J224105.342-282905.48,0.9538429379463196,0.0,lens_15_KIDS_340.8_-28.2,,,
KIDS_39.9_-29.2,KiDSDR4 J023838.813-290738.48,0.8559119701385498,0.0,lens_15_KIDS_39.9_-29.2,,,
KIDS_167.0_-0.5,KiDSDR4 J110743.046-001831.59,0.9958942532539368,0.0,lens_15_KIDS_167.0_-0.5,,,
KIDS_199.6_2.5,KiDSDR4 J131801.818+020503.76,0.9098455905914308,0.0,lens_15_KIDS_199.6_2.5,,,
KIDS_340.8_-28.2,KiDSDR4 J224249.499-280344.18,0.8643996715545654,0.0,lens_15_KIDS_340.8_-28.2,,,
KIDS_131.0_1.5,KiDSDR4 J084415.088+011129.27,0.9853063821792604,0.0,lens_15_KIDS_131.0_1.5,,,
KIDS_11.9_-33.1,KiDSDR4 J004558.739-331451.79,,1.0,,/home/grespanm/Data/lenses_KiDS,11.494746,-33.24772
KIDS_347.8_-35.1,KiDSDR4 J231310.384-344646.65,,1.0,,/home/grespanm/Data/lenses_KiDS,348.293267,-34.779625
KIDS_131.0_1.5,KiDSDR4 J084249.533+012104.64,0.999988853931427,0.0,lens_15_KIDS_131.0_1.5,,,
KIDS_340.8_-28.2,KiDSDR4 J224148.562-280920.44,0.9983474612236024,0.0,lens_15_KIDS_340.8_-28.2,,,
KIDS_331.5_-29.2,KiDSDR4 J220629.838-290437.97,0.9257450103759766,0.0,lens_15_KIDS_331.5_-29.2,,,
KIDS_40.6_-28.2,KiDSDR4 J024245.413-274347.60,0.9947860836982728,0.0,lens_15_KIDS_40.6_-28.2,,,
KIDS_331.5_-29.2,KiDSDR4 J220806.043-285110.35,0.9998304843902588,0.0,lens_15_KIDS_331.5_-29.2,,,
KIDS_167.0_-0.5,KiDSDR4 J110604.530-005915.72,0.9999957084655762,0.0,lens_15_KIDS_167.0_-0.5,,,
KIDS_131.0_1.5,KiDSDR4 J084504.679+012308.21,0.9983443021774292,0.0,lens_15_KIDS_131.0_1.5,,,
KIDS_131.0_1.5,KiDSDR4 J084244.038+010008.38,0.9999752044677734,0.0,lens_15_KIDS_131.0_1.5,,,
KIDS_39.9_-29.2,KiDSDR4 J023959.781-284539.08,0.9732043743133544,0.0,lens_15_KIDS_39.9_-29.2,,,
KIDS_179.0_-0.5,KiDSDR4 J115743.064-005231.31,0.9999405145645142,0.0,lens_15_KIDS_179.0_-0.5,,,
KIDS_40.6_-28.2,KiDSDR4 J024436.459-281036.74,0.8386501669883728,0.0,lens_15_KIDS_40.6_-28.2,,,
KIDS_40.6_-28.2,KiDSDR4 J024230.325-283136.58,0.8663606643676758,0.0,lens_15_KIDS_40.6_-28.2,,,
KIDS_179.0_-0.5,KiDSDR4 J115640.619-005906.29,0.99995387,0.0,lens_15_KIDS_179.0_-0.5,,,
KIDS_340.8_-28.2,KiDSDR4 J224148.100-283645.34,0.8231769800186157,0.0,lens_15_KIDS_340.8_-28.2,,,
KIDS_331.5_-29.2,KiDSDR4 J220604.194-291512.81,0.8988312482833862,0.0,lens_15_KIDS_331.5_-29.2,,,
KIDS_331.5_-29.2,KiDSDR4 J220421.510-292004.52,0.9408445358276368,0.0,lens_15_KIDS_331.5_-29.2,,,
KIDS_131.0_1.5,KiDSDR4 J084551.165+014545.15,0.9335237741470336,0.0,lens_15_KIDS_131.0_1.5,,,
KIDS_167.0_-0.5,KiDSDR4 J110911.693-000544.60,0.9957350492477416,0.0,lens_15_KIDS_167.0_-0.5,,,
KIDS_331.5_-29.2,KiDSDR4 J220628.874-290058.33,0.9999933242797852,0.0,lens_15_KIDS_331.5_-29.2,,,
KIDS_189.0_0.5,KiDSDR4 J123554.179+005550.41,,1.0,,/home/grespanm/Data/lenses_KiDS,188.97575,0.93067
KIDS_131.0_1.5,KiDSDR4 J084403.689+012008.60,0.979249119758606,0.0,lens_15_KIDS_131.0_1.5,,,
KIDS_40.6_-28.2,KiDSDR4 J024140.744-283639.09,0.8529261350631714,0.0,lens_15_KIDS_40.6_-28.2,,,
KIDS_167.0_-0.5,KiDSDR4 J110727.729-004505.09,0.9376137256622314,0.0,lens_15_KIDS_167.0_-0.5,,,
KIDS_39.9_-29.2,KiDSDR4 J024116.120-290835.58,0.9717617034912108,1.0,lens_15_KIDS_39.9_-29.2,,,
KIDS_10.5_-31.2,KiDSDR4 J004346.104-304929.18,,1.0,,/home/grespanm/Data/lenses_KiDS,10.942101,-30.824774
KIDS_32.7_-28.2,KiDSDR4 J021028.850-275145.38,0.9999489188194276,0.0,lens_15_KIDS_32.7_-28.2,,,
KIDS_40.6_-28.2,KiDSDR4 J024425.631-275422.30,0.9999828934669496,0.0,lens_15_KIDS_40.6_-28.2,,,
KIDS_340.8_-28.2,KiDSDR4 J224200.876-282900.32,0.8855464458465576,0.0,lens_15_KIDS_340.8_-28.2,,,
KIDS_32.7_-28.2,KiDSDR4 J020941.743-274508.54,0.9826695919036864,0.0,lens_15_KIDS_32.7_-28.2,,,
KIDS_39.9_-29.2,KiDSDR4 J023920.611-293651.43,0.9999454021453856,0.0,lens_15_KIDS_39.9_-29.2,,,
KIDS_131.0_1.5,KiDSDR4 J084357.672+011137.92,0.9583996534347534,0.0,lens_15_KIDS_131.0_1.5,,,
KIDS_131.0_1.5,KiDSDR4 J084456.578+011356.11,0.929194986820221,0.0,lens_15_KIDS_131.0_1.5,,,
KIDS_40.6_-28.2,KiDSDR4 J024059.284-274721.10,0.9345813989639282,0.0,lens_15_KIDS_40.6_-28.2,,,
KIDS_179.0_-0.5,KiDSDR4 J115610.740-002055.91,0.9999892115592957,0.0,lens_15_KIDS_179.0_-0.5,,,
KIDS_331.5_-29.2,KiDSDR4 J220757.443-285601.70,0.9994916915893556,0.0,lens_15_KIDS_331.5_-29.2,,,
KIDS_340.8_-28.2,KiDSDR4 J224416.777-283710.03,0.9542227983474731,0.0,lens_15_KIDS_340.8_-28.2,,,
KIDS_331.5_-29.2,KiDSDR4 J220648.208-293248.56,0.9630773663520812,0.0,lens_15_KIDS_331.5_-29.2,,,
KIDS_32.7_-28.2,KiDSDR4 J021107.986-281815.31,0.8230081796646118,0.0,lens_15_KIDS_32.7_-28.2,,,
KIDS_199.6_2.5,KiDSDR4 J131701.589+023336.56,0.9971594214439392,0.0,lens_15_KIDS_199.6_2.5,,,
KIDS_179.0_-0.5,KiDSDR4 J115525.025-002705.63,0.8865352869033813,0.0,lens_15_KIDS_179.0_-0.5,,,
KIDS_32.7_-28.2,KiDSDR4 J020939.941-283244.29,0.9998354315757751,0.0,lens_15_KIDS_32.7_-28.2,,,
KIDS_340.8_-28.2,KiDSDR4 J224408.938-274629.13,0.978418231010437,0.0,lens_15_KIDS_340.8_-28.2,,,
KIDS_199.6_2.5,KiDSDR4 J131629.905+021225.31,0.997490644454956,0.0,lens_15_KIDS_199.6_2.5,,,
KIDS_199.6_2.5,KiDSDR4 J132002.434+022231.04,0.99169921875,0.0,lens_15_KIDS_199.6_2.5,,,
KIDS_52.4_-29.2,KiDSDR4 J032933.659-293533.64,0.998155951499939,0.0,lens_15_KIDS_52.4_-29.2,,,
KIDS_340.8_-28.2,KiDSDR4 J224412.907-274918.18,0.8183015584945679,0.0,lens_15_KIDS_340.8_-28.2,,,
KIDS_167.0_-0.5,KiDSDR4 J110617.457-004919.78,0.9505562782287598,0.0,lens_15_KIDS_167.0_-0.5,,,
KIDS_199.6_2.5,KiDSDR4 J131704.759+022410.34,0.958309292793274,0.0,lens_15_KIDS_199.6_2.5,,,
KIDS_331.5_-29.2,KiDSDR4 J220719.778-290819.57,0.9998375177383424,0.0,lens_15_KIDS_331.5_-29.2,,,
KIDS_331.5_-29.2,KiDSDR4 J220712.078-293743.10,0.9920179843902588,0.0,lens_15_KIDS_331.5_-29.2,,,
KIDS_52.4_-29.2,KiDSDR4 J032957.535-290542.79,0.8132108449935913,0.0,lens_15_KIDS_52.4_-29.2,,,
KIDS_205.0_-0.5,KiDSDR4 J134032.074-003737.83,,1.0,,/home/grespanm/Data/lenses_KiDS,205.133643,-0.627175
KIDS_131.0_1.5,KiDSDR4 J084443.746+011156.54,0.9385474920272828,0.0,lens_15_KIDS_131.0_1.5,,,
KIDS_331.5_-29.2,KiDSDR4 J220802.737-285227.03,0.999983251094818,0.0,lens_15_KIDS_331.5_-29.2,,,
KIDS_353.9_-35.1,KiDSDR4 J233620.260-352554.42,,1.0,,/home/grespanm/Data/lenses_KiDS,354.084418,-35.431786
KIDS_340.8_-28.2,KiDSDR4 J224244.270-280031.46,0.8849710822105408,0.0,lens_15_KIDS_340.8_-28.2,,,
KIDS_167.0_-0.5,KiDSDR4 J110916.536-003701.79,0.999809741973877,0.0,lens_15_KIDS_167.0_-0.5,,,
KIDS_52.4_-29.2,KiDSDR4 J033114.169-290040.24,0.9412230849266052,0.0,lens_15_KIDS_52.4_-29.2,,,
KIDS_340.8_-28.2,KiDSDR4 J224407.354-283557.58,0.8803302049636841,0.0,lens_15_KIDS_340.8_-28.2,,,
KIDS_199.6_2.5,KiDSDR4 J131834.719+022025.34,0.9610646963119508,0.0,lens_15_KIDS_199.6_2.5,,,
KIDS_131.0_1.5,KiDSDR4 J084331.506+015459.71,0.8421738147735596,0.0,lens_15_KIDS_131.0_1.5,,,
KIDS_39.9_-29.2,KiDSDR4 J024129.235-292924.60,0.9966858625411988,0.0,lens_15_KIDS_39.9_-29.2,,,
KIDS_131.0_1.5,KiDSDR4 J084211.461+010847.81,0.9221639633178712,0.0,lens_15_KIDS_131.0_1.5,,,
KIDS_52.4_-29.2,KiDSDR4 J032805.570-285550.89,0.9983234405517578,0.0,lens_15_KIDS_52.4_-29.2,,,
KIDS_340.8_-28.2,KiDSDR4 J224103.361-281727.84,0.8633624315261841,0.0,lens_15_KIDS_340.8_-28.2,,,
KIDS_179.0_-0.5,KiDSDR4 J115656.989-000337.65,0.8296833038330078,0.0,lens_15_KIDS_179.0_-0.5,,,
KIDS_131.0_1.5,KiDSDR4 J084408.941+011251.45,0.9997096657752992,0.0,lens_15_KIDS_131.0_1.5,,,
KIDS_131.0_1.5,KiDSDR4 J084248.259+012956.55,0.8574734330177307,0.0,lens_15_KIDS_131.0_1.5,,,
KIDS_167.0_-0.5,KiDSDR4 J110719.949-005448.84,0.9971391558647156,0.0,lens_15_KIDS_167.0_-0.5,,,
KIDS_131.0_1.5,KiDSDR4 J084249.256+013755.63,0.9955375790596008,0.0,lens_15_KIDS_131.0_1.5,,,
KIDS_167.0_-0.5,KiDSDR4 J110900.287-003321.77,0.999944269657135,0.0,lens_15_KIDS_167.0_-0.5,,,
KIDS_52.4_-29.2,KiDSDR4 J033057.514-294019.49,0.99924195,0.0,lens_15_KIDS_52.4_-29.2,,,
KIDS_331.5_-29.2,KiDSDR4 J220403.533-290055.15,0.9797263145446776,0.0,lens_15_KIDS_331.5_-29.2,,,
KIDS_52.4_-29.2,KiDSDR4 J033110.988-284832.38,0.99998676776886,0.0,lens_15_KIDS_52.4_-29.2,,,
KIDS_340.8_-28.2,KiDSDR4 J224143.889-281456.31,0.99999338388443,0.0,lens_15_KIDS_340.8_-28.2,,,
KIDS_340.8_-28.2,KiDSDR4 J224246.941-280106.61,0.8776630759239197,0.0,lens_15_KIDS_340.8_-28.2,,,
KIDS_331.5_-29.2,KiDSDR4 J220400.704-291606.71,0.9777661561965942,0.0,lens_15_KIDS_331.5_-29.2,,,
KIDS_340.8_-28.2,KiDSDR4 J224104.163-274623.01,0.8832272291183472,0.0,lens_15_KIDS_340.8_-28.2,,,
KIDS_39.9_-29.2,KiDSDR4 J024137.187-285814.17,0.9960097670555116,0.0,lens_15_KIDS_39.9_-29.2,,,
KIDS_39.9_-29.2,KiDSDR4 J023947.508-290848.14,0.9999350905418396,0.0,lens_15_KIDS_39.9_-29.2,,,
KIDS_340.8_-28.2,KiDSDR4 J224147.343-283330.76,0.9526309967041016,0.0,lens_15_KIDS_340.8_-28.2,,,
KIDS_179.0_-0.5,KiDSDR4 J115611.478-002210.25,0.9949912428855896,0.0,lens_15_KIDS_179.0_-0.5,,,
KIDS_32.7_-28.2,KiDSDR4 J021136.455-281340.17,0.9998762607574464,0.0,lens_15_KIDS_32.7_-28.2,,,
KIDS_39.5_-28.2,KiDSDR4 J023714.701-280719.03,,1.0,,/home/grespanm/Data/lenses_KiDS,39.311257,-28.121953
KIDS_195.5_2.5,KiDSDR4 J130115.900+025240.95,,1.0,,/home/grespanm/Data/lenses_KiDS,195.316253,2.878043
KIDS_331.5_-29.2,KiDSDR4 J220649.733-291746.35,0.9994878768920898,0.0,lens_15_KIDS_331.5_-29.2,,,
KIDS_199.6_2.5,KiDSDR4 J131855.382+020646.56,0.941027045249939,0.0,lens_15_KIDS_199.6_2.5,,,
KIDS_167.0_-0.5,KiDSDR4 J110936.471-004743.33,0.9996066093444824,0.0,lens_15_KIDS_167.0_-0.5,,,
KIDS_179.0_-0.5,KiDSDR4 J115706.277-005851.60,0.977939248085022,0.0,lens_15_KIDS_179.0_-0.5,,,
KIDS_199.6_2.5,KiDSDR4 J131828.040+024657.24,0.91004079580307,0.0,lens_15_KIDS_199.6_2.5,,,
KIDS_131.0_1.5,KiDSDR4 J084418.967+010448.04,0.853261411190033,0.0,lens_15_KIDS_131.0_1.5,,,
KIDS_167.0_-0.5,KiDSDR4 J110943.211-003104.97,0.989607870578766,0.0,lens_15_KIDS_167.0_-0.5,,,
KIDS_167.0_-0.5,KiDSDR4 J110855.536-005847.58,0.9999685287475586,0.0,lens_15_KIDS_167.0_-0.5,,,
KIDS_331.5_-29.2,KiDSDR4 J220514.963-292803.62,0.9849947094917296,0.0,lens_15_KIDS_331.5_-29.2,,,
KIDS_167.0_-0.5,KiDSDR4 J110941.978-001821.35,0.9996146559715272,0.0,lens_15_KIDS_167.0_-0.5,,,
KIDS_167.0_-0.5,KiDSDR4 J110902.781-005109.74,0.999724507331848,0.0,lens_15_KIDS_167.0_-0.5,,,
KIDS_352.8_-34.1,KiDSDR4 J233105.551-335829.71,,1.0,,/home/grespanm/Data/lenses_KiDS,352.773132,-33.97492
KIDS_39.9_-29.2,KiDSDR4 J023805.809-290942.35,0.9999954104423524,0.0,lens_15_KIDS_39.9_-29.2,,,
KIDS_131.0_1.5,KiDSDR4 J084553.827+012216.74,0.846203088760376,0.0,lens_15_KIDS_131.0_1.5,,,
KIDS_235.0_1.5,KiDSDR4 J154051.806+010640.91,,1.0,,/home/grespanm/Data/lenses_KiDS,235.21586,1.111366
KIDS_52.4_-29.2,KiDSDR4 J033008.241-291423.46,0.9498918056488036,0.0,lens_15_KIDS_52.4_-29.2,,,
KIDS_179.0_-0.5,KiDSDR4 J115521.547-002908.75,0.999906837940216,0.0,lens_15_KIDS_179.0_-0.5,,,
KIDS_199.6_2.5,KiDSDR4 J132012.656+022218.38,0.8609715104103088,0.0,lens_15_KIDS_199.6_2.5,,,
KIDS_39.9_-29.2,KiDSDR4 J023818.135-292205.12,0.9538342952728271,0.0,lens_15_KIDS_39.9_-29.2,,,
KIDS_179.0_-0.5,KiDSDR4 J115759.972-000004.28,0.8022716045379639,0.0,lens_15_KIDS_179.0_-0.5,,,
KIDS_131.0_1.5,KiDSDR4 J084201.224+011210.15,0.9999713897705078,0.0,lens_15_KIDS_131.0_1.5,,,
KIDS_340.8_-28.2,KiDSDR4 J224350.241-282642.01,0.9647203683853148,0.0,lens_15_KIDS_340.8_-28.2,,,
KIDS_199.6_2.5,KiDSDR4 J131921.430+025050.66,0.99990713596344,0.0,lens_15_KIDS_199.6_2.5,,,
KIDS_331.5_-29.2,KiDSDR4 J220508.981-285020.36,0.9995071887969972,0.0,lens_15_KIDS_331.5_-29.2,,,
KIDS_40.6_-28.2,KiDSDR4 J024123.378-275108.57,0.9590473771095276,0.0,lens_15_KIDS_40.6_-28.2,,,
KIDS_32.7_-28.2,KiDSDR4 J021150.809-274803.38,0.9999753832817078,0.0,lens_15_KIDS_32.7_-28.2,,,
KIDS_52.4_-29.2,KiDSDR4 J032854.745-290220.42,0.9170442819595336,0.0,lens_15_KIDS_52.4_-29.2,,,
KIDS_179.0_-0.5,KiDSDR4 J115649.073-004900.19,0.9530309438705444,0.0,lens_15_KIDS_179.0_-0.5,,,
KIDS_39.9_-29.2,KiDSDR4 J024048.564-290805.74,0.999014377593994,0.0,lens_15_KIDS_39.9_-29.2,,,
KIDS_331.5_-29.2,KiDSDR4 J220400.538-293033.81,0.962286114692688,0.0,lens_15_KIDS_331.5_-29.2,,,
KIDS_167.0_-0.5,KiDSDR4 J110944.991-004550.44,0.9861183762550354,0.0,lens_15_KIDS_167.0_-0.5,,,
KIDS_199.6_2.5,KiDSDR4 J131659.172+023911.79,0.9983056783676147,0.0,lens_15_KIDS_199.6_2.5,,,
KIDS_331.5_-29.2,KiDSDR4 J220734.239-290419.71,0.9896194934844972,0.0,lens_15_KIDS_331.5_-29.2,,,
KIDS_331.5_-29.2,KiDSDR4 J220712.541-290556.94,0.9999862909317015,0.0,lens_15_KIDS_331.5_-29.2,,,
KIDS_179.0_-0.5,KiDSDR4 J115609.370-002959.52,0.998731017112732,0.0,lens_15_KIDS_179.0_-0.5,,,
KIDS_52.4_-29.2,KiDSDR4 J033058.755-290837.41,0.999987244606018,0.0,lens_15_KIDS_52.4_-29.2,,,
KIDS_40.6_-28.2,KiDSDR4 J024119.705-282751.05,0.8402394652366638,0.0,lens_15_KIDS_40.6_-28.2,,,
KIDS_52.4_-29.2,KiDSDR4 J033055.096-293426.59,0.999987244606018,0.0,lens_15_KIDS_52.4_-29.2,,,
KIDS_199.6_2.5,KiDSDR4 J131749.180+025045.20,0.9999938011169434,0.0,lens_15_KIDS_199.6_2.5,,,
KIDS_340.8_-28.2,KiDSDR4 J224104.777-274536.82,0.8357359170913696,0.0,lens_15_KIDS_340.8_-28.2,,,
KIDS_331.5_-29.2,KiDSDR4 J220722.440-291434.81,0.9872130155563354,0.0,lens_15_KIDS_331.5_-29.2,,,
KIDS_167.0_-0.5,KiDSDR4 J110935.103-001200.68,0.9999501705169678,0.0,lens_15_KIDS_167.0_-0.5,,,
KIDS_40.6_-28.2,KiDSDR4 J024039.211-281947.53,0.9996556043624878,0.0,lens_15_KIDS_40.6_-28.2,,,
KIDS_40.6_-28.2,KiDSDR4 J024114.503-282456.79,0.9691998958587646,0.0,lens_15_KIDS_40.6_-28.2,,,
KIDS_131.0_1.5,KiDSDR4 J084357.828+015239.49,0.9704653024673462,0.0,lens_15_KIDS_131.0_1.5,,,
KIDS_32.7_-28.2,KiDSDR4 J021133.714-275537.87,0.9951715469360352,0.0,lens_15_KIDS_32.7_-28.2,,,
KIDS_52.4_-29.2,KiDSDR4 J032919.256-293542.06,0.9926508069038392,0.0,lens_15_KIDS_52.4_-29.2,,,
KIDS_179.0_-0.5,KiDSDR4 J115441.913-000928.84,0.8074785470962524,0.0,lens_15_KIDS_179.0_-0.5,,,
KIDS_40.6_-28.2,KiDSDR4 J024125.569-280442.97,0.9070825576782228,0.0,lens_15_KIDS_40.6_-28.2,,,
KIDS_340.8_-28.2,KiDSDR4 J224110.594-281449.07,0.9169638752937316,0.0,lens_15_KIDS_340.8_-28.2,,,
KIDS_331.5_-29.2,KiDSDR4 J220657.724-285405.68,0.988663375377655,0.0,lens_15_KIDS_331.5_-29.2,,,
KIDS_179.0_-0.5,KiDSDR4 J115714.514-001048.56,0.9997458457946776,0.0,lens_15_KIDS_179.0_-0.5,,,
KIDS_33.6_-34.1,KiDSDR4 J021555.605-342425.72,,1.0,,/home/grespanm/Data/lenses_KiDS,33.98169,-34.407147
KIDS_40.6_-28.2,KiDSDR4 J024102.733-282157.91,0.9740054607391356,0.0,lens_15_KIDS_40.6_-28.2,,,
KIDS_199.6_2.5,KiDSDR4 J131955.778+024453.56,0.9438377618789672,0.0,lens_15_KIDS_199.6_2.5,,,
KIDS_199.6_2.5,KiDSDR4 J131839.346+020626.43,0.9370040893554688,0.0,lens_15_KIDS_199.6_2.5,,,
KIDS_40.6_-28.2,KiDSDR4 J024301.595-283124.58,0.977950394153595,0.0,lens_15_KIDS_40.6_-28.2,,,
KIDS_199.6_2.5,KiDSDR4 J131709.553+022027.70,0.9999935626983644,0.0,lens_15_KIDS_199.6_2.5,,,
KIDS_199.6_2.5,KiDSDR4 J131827.133+020405.44,0.8753873109817505,0.0,lens_15_KIDS_199.6_2.5,,,
KIDS_331.5_-29.2,KiDSDR4 J220640.591-284232.37,0.9027495384216307,0.0,lens_15_KIDS_331.5_-29.2,,,
